('吉林市骨伤医院', '二级甲等', '专科医院', '吉林省', '吉林市', '昌邑区', '126', '吉林市昌邑区天津街777号')
('万载县人民医院', '二级甲等', '综合医院', '江西省', '宜春市', '万载县', '350', '万载县大北关路95号')
('上高县中医院', '二级甲等', '中医医院', '江西省', '宜春市', '上高县', '180', '上高县幸福路106号')
('上高县人民医院', '二级甲等', '综合医院', '江西省', '宜春市', '上高县', '312', '上高县敖阳镇和平路62号')
('国营江西黄岗山综合垦殖场职工医院', None, '专科医院', '江西省', '宜春市', '宜丰县', '100', '宜丰县潭山镇')
('宜丰县中医院', '二级甲等', '中医医院', '江西省', '宜春市', '宜丰县', '80', '宜丰县新昌西大道219号')
('宜丰县人民医院', '二级甲等', '综合医院', '江西省', '宜春市', '宜丰县', '250', '宜丰县南门路30号')
('靖安县妇幼保健所', None, '妇幼保健院', '江西省', '宜春市', '靖安县', '0', '靖安县建设路22号')
('靖安县中医院', '二级甲等', '中医医院', '江西省', '宜春市', '靖安县', '120', '靖安县后港街118号')
('靖安县人民医院', '二级甲等', '综合医院', '江西省', '宜春市', '靖安县', '130', '靖安县北大街17号')
('铜鼓县妇幼保健所', None, '妇幼保健院', '江西省', '宜春市', '铜鼓县', '0', '铜鼓县定江路146号')
('铜鼓县中医院', '二级甲等', '中医医院', '江西省', '宜春市', '铜鼓县', '50', '铜鼓县环城北路3号')
('连江县筱埕卫生院', None, '乡镇卫生院', '福建省', '福州市', '连江县', '0', '福建省福州市连江县筱埕镇晓埕村江亭大街28号')
('连江县安凯卫生院', None, '乡镇卫生院', '福建省', '福州市', '连江县', '0', '福建省福州市连江县安凯乡安海村安峰路16号')
('连江县马鼻卫生院', None, '乡镇卫生院', '福建省', '福州市', '连江县', '0', '福建省福州市连江县马鼻镇横厝街1号')
('连江县透堡卫生院', '一级未定', '乡镇卫生院', '福建省', '福州市', '连江县', '0', '福建省福州市连江县透堡镇北街前进新村96号')
('连江县长龙卫生院', None, '乡镇卫生院', '福建省', '福州市', '连江县', '0', '福建省福州市连江县长龙镇建村宫坂路9号')
('连江县蓼沿卫生院', None, '乡镇卫生院', '福建省', '福州市', '连江县', '0', '福建省福州市连江县蓼沿乡坪岗顶')
('连江县东湖卫生院', None, '乡镇卫生院', '福建省', '福州市', '连江县', '0', '福建省福州市连江县东湖镇东湖南路119号')
('连江县苔菉卫生院', None, '乡镇卫生院', '福建省', '福州市', '连江县', '0', '福建省福州市连江县苔菉镇后港新区8号')
('连江县潘渡卫生院', None, '乡镇卫生院', '福建省', '福州市', '连江县', '0', '福建省福州市连江县潘渡乡贵安村宝党路1号')
('连江县官坂卫生院', None, '乡镇卫生院', '福建省', '福州市', '连江县', '0', '福建省福州市连江县官坂镇官坂村大街东路')
('连江县浦口卫生院', None, '乡镇卫生院', '福建省', '福州市', '连江县', '0', '福建省福州市连江县浦口镇连黄公路24米大道旁')
('连江县黄岐中心卫生院', None, '乡镇卫生院', '福建省', '福州市', '连江县', '0', '福建省福州市连江县黄岐镇海丰街丰明路176号')
('连江县凤城街道社区卫生服务中心', None, '社区卫生服务中心', '福建省', '福州市', '连江县', '0', '福建省福州市连江县凤城镇文山路367号')
('连江部队医院', None, '综合医院', '福建省', '福州市', '连江县', '0', '福州市连江县纪念碑对面')
('连江县妇幼保健院', None, '妇幼保健院', '福建省', '福州市', '连江县', '0', '连江县凤城镇')
('连江县医院', '二级甲等', '综合医院', '福建省', '福州市', '连江县', '450', '连江县西南街中山路46号')
('连江县中医院', '二级甲等', '中医医院', '福建省', '福州市', '连江县', '100', '连江县北门街816北路')
('霍口卫生院', None, '乡镇卫生院', '福建省', '福州市', '罗源县', '0', '福建省福州市罗源县霍口畲族乡霍口村119号')
('西兰卫生院', None, '乡镇卫生院', '福建省', '福州市', '罗源县', '0', '福建省福州市罗源县西兰村岭尾店4号')
('白塔卫生院', None, '乡镇卫生院', '福建省', '福州市', '罗源县', '0', '福建省福州市罗源县白塔乡水古村6号')
('起步卫生院', None, '乡镇卫生院', '福建省', '福州市', '罗源县', '0', '福建省福州市罗源县起步村过桥23号')
('碧里卫生院', None, '乡镇卫生院', '福建省', '福州市', '罗源县', '0', '福建省福州市罗源县碧里村杭下街22号')
('松山卫生院', None, '乡镇卫生院', '福建省', '福州市', '罗源县', '0', '福建省福州市罗源县松山镇五里45号')
('洪洋卫生院', None, '乡镇卫生院', '福建省', '福州市', '罗源县', '0', '福建省福州市罗源县洪洋村桥尾33号')
('飞竹中心卫生院', None, '乡镇卫生院', '福建省', '福州市', '罗源县', '0', '福建省福州市罗源县飞竹村下村9号')
('中房中心卫生院', None, '乡镇卫生院', '福建省', '福州市', '罗源县', '0', '福建省福州市罗源县中房村78号')
('鉴江卫生院', None, '乡镇卫生院', '福建省', '福州市', '罗源县', '0', '福建省福州市罗源县鉴江镇西门街1号')
('罗源县凤山社区卫生服务中心', None, '社区卫生服务中心', '福建省', '福州市', '罗源县', '0', '福建省福州市罗源县凤山镇司前新村14号')
('罗源县医院', '二级甲等', '综合医院', '福建省', '福州市', '罗源县', '300', '罗源县城关东大新村3号')
('罗源县妇幼保健院', None, '妇幼保健院', '福建省', '福州市', '罗源县', '0', '罗源县')
('中国人民解放军第86医院', '三级未定', '综合医院', '安徽省', '马鞍山市', '当涂县', '0', '马鞍山市当涂县城关镇提曙街543号')
('中国人民解放军第八六医院', '三级乙等', '综合医院', '安徽省', '马鞍山市', '当涂县', '450', '当涂县城关提署街86号')
('马钢姑山铁矿职工医院', '一级甲等', '专科医院', '安徽省', '马鞍山市', '当涂县', '0', '当涂县龙山桥镇')
('当涂县人民医院', '二级甲等', '综合医院', '安徽省', '马鞍山市', '当涂县', '342', '当涂县太平府北路288号')
('当涂县中医院', None, '中医医院', '安徽省', '马鞍山市', '当涂县', '0', '安徽马鞍山市当涂县提署中路')
('安徽双轮集团职工医院', None, '专科医院', '安徽省', '亳州市', '涡阳县', 0, '安徽省涡阳县高炉镇')
('涡阳县人民医院', '二级甲等', '综合医院', '安徽省', '亳州市', '涡阳县', '400', '涡阳县胜利东路112号')
('蒙城县妇幼保健所', None, '妇幼保健院', '安徽省', '亳州市', '蒙城县', '0', '安徽省蒙城县东城路139号')
('蒙城县第一人民医院', '二级甲等', '综合医院', '安徽省', '亳州市', '蒙城县', '0', '蒙城县庄周路67号')
('蒙城县第三人民医院', '一级甲等', '综合医院', '安徽省', '亳州市', '蒙城县', '200', '蒙城县码头路')
('蒙城县第二人民医院', '二级甲等', '综合医院', '安徽省', '亳州市', '蒙城县', '420', '蒙城县新城路')
('蒙城县人民医院', '二级甲等', '综合医院', '安徽省', '亳州市', '蒙城县', '360', '蒙城县庄周路67号')
('蒙城县中医院', '二级甲等', '中医医院', '安徽省', '亳州市', '蒙城县', '200', '蒙城县庄周路7号')
('利辛县第二人民医院', '二级未定', '综合医院', '安徽省', '亳州市', '利辛县', '0', '利辛县人民路')
('利辛县红十字医院', '二级乙等', '综合医院', '安徽省', '亳州市', '利辛县', '260', '利辛县人民路')
('利辛县中医院', '二级甲等', '中医医院', '安徽省', '亳州市', '利辛县', '200', '阜阳市利辛县人民路71号')
('利辛县人民医院', '二级甲等', '综合医院', '安徽省', '亳州市', '利辛县', '380', '利辛县向阳路17号')
('中国人民解放军海军安庆医院', '二级甲等', '综合医院', '安徽省', '安庆市', '大观区', '700', '安庆市双井街150号')
('安庆市纺织医院', '二级未定', '综合医院', '安徽省', '安庆市', '大观区', '100', '安庆市纺织西巷8号')
('安庆市宜城医院', '二级甲等', '综合医院', '安徽省', '安庆市', '大观区', '0', '安庆市经四路6号')
('安庆市第一人民医院', '三级甲等', '综合医院', '安徽省', '安庆市', '大观区', '1100', '安庆市孝肃路42号')
('安庆市中医院', '二级甲等', '中医医院', '安徽省', '安庆市', '大观区', '200', '安庆市龙山路65号')
('安庆市第三人民医院', '二级甲等', '综合医院', '安徽省', '安庆市', '大观区', '100', '安庆市大观区太平寺街3-8号')
('安庆市第二人民医院', '二级甲等', '综合医院', '安徽省', '安庆市', '大观区', '500', '安徽省安庆市关岳庙街39号')
('桐城市荣康医院', None, '综合医院', '安徽省', '安庆市', '桐城市', '0', '桐城市环城路')
('桐城市血防附属医院', None, '综合医院', '安徽省', '安庆市', '桐城市', '0', '安徽省安庆市沿河东路37号')
('桐城市妇幼保健所', None, '妇幼保健院', '安徽省', '安庆市', '桐城市', '0', '桐城市五十米大道')
('桐城市第三人民医院', '一级甲等', '综合医院', '安徽省', '安庆市', '桐城市', '66', '桐城市光荣路３号')
('桐城市妇幼保健站', None, '妇幼保健院', '安徽省', '安庆市', '桐城市', '0', '桐城市')
('桐城市城关医院', None, '综合医院', '安徽省', '安庆市', '桐城市', '0', '桐城市')
('武义徐新海西医内科诊所', None, '诊所', '浙江省', '金华市', '武义县', 0, '武义县壶山街道三角店村三武路7号')
('宁海桃源申静西医诊所', None, '诊所', '浙江省', '宁波市', '宁海县', 0, '宁海县桃源街道兴工西二路19号')
('龙游爱仁眼科门诊部', None, '门诊部', '浙江省', '衡州市', '龙游县', 0, '龙游县龙洲街道太平东路244号')
('宁海跃龙张理盛西医诊所', None, '诊所', '浙江省', '宁波市', '宁海县', 0, '宁海县跃龙街道怡惠路169号')
('鹿城许志勇口腔诊所', None, '诊所', '浙江省', '温州市', '鹿城区', 0, '鹿城区金桥路21号')
('浙江大学校医院（华家池校区分院）', None, '综合医院', '浙江省', '杭州市', '江干区', 0, '杭州市凯旋路268号')
('浙江大学校医院（紫金港校区分院）', None, '综合医院', '浙江省', '杭州市', '西湖区', 0, '杭州市西湖区余杭塘路866号')
('温州医科大学附属第一医院公园路院区', None, '综合医院', '浙江省', '温州市', '鹿城区', 0, '温州市府学巷2号')
('宁海跃龙杨权苗中西医结合诊所', None, '诊所', '浙江省', '宁波市', '宁海县', 0, '宁海县跃龙街道杜鹃巷43弄11-12号')
('桐乡梧桐莫德声牙科诊所', None, '诊所', '浙江省', '嘉兴市', '桐乡市', 0, '桐乡市梧桐街道混堂弄23号')
('宁海跃龙陈宏杰西医诊所', None, '诊所', '浙江省', '宁波市', '宁海县', 0, '宁海县跃龙街道上隍畈10号')
('宁海跃龙邵永海西医诊所', None, '诊所', '浙江省', '宁波市', '宁海县', 0, '宁海县跃龙街道南新巷18号')
('安吉神农大药房递铺中医坐堂医诊所', None, '诊所', '浙江省', '湖州市', '安吉县', 0, '安吉县昌硕街道凤凰路391、393号二楼')
('宁海跃龙葛诗武中西医结合诊所', None, '诊所', '浙江省', '宁波市', '宁海县', 0, '宁海县跃龙街道环城北路182号')
('苍南灵溪沈世出西医内科诊所', None, '诊所', '浙江省', '温州市', '苍南县', 0, '苍南县灵溪镇朝阳路9-11号')
('宁海跃龙严美琪西医诊所', None, '诊所', '浙江省', '宁波市', '宁海县', 0, '宁海县跃龙街道东海路7弄1-1号')
('温州医科大学附属第二医院南浦院区', None, '综合医院', '浙江省', '温州市', '鹿城区', 0, '温州划龙桥路306号')
('长兴雉城陈连明口腔诊所', None, '诊所', '浙江省', '湖州市', '长兴县', 0, '长兴县雉城镇太湖中路310号')
('长兴县皮肤病防治站', '一级未定', '专科疾病防治院（所、站）', '浙江省', '湖州市', '长兴县', '0', '长兴县雉城镇西鱼巷72号')
('宁海天童骨伤医院', None, '专科医院', '浙江省', '宁波市', '宁海县', 0, '宁海县跃龙街道松竹路2号')
